State;Education;Certification;Partitipation;Subdiscipline;Sector;Salary
Alabama;Bachelors Degree;PE;Full Time;Water Resources;Private;98800
Pennsylvania;High School Diploma;None;Full Time;Bridges;Private;65000
Georgia;Bachelors Degree;PE;Full Time;Land Development;Private;110000
Pennsylvania;Bachelors Degree;PE;Full Time;Land Development;Private;104000
North Carolina;Bachelors Degree;PE;Full Time;Land Development;Private;88000
New York;Bachelors Degree;PE;Full Time;Government/Municipal;Private;180000
New York;Bachelors Degree;EIT;Full Time;Structural;Private;78000
Pennsylvania;Bachelors Degree;EIT;Full Time;Water Resources;Public;70000
Michigan;Bachelors Degree;EIT;Full Time;Water Resources;Private;76000
New York;Bachelors Degree;EIT;Full Time;Land Development;Private;75000
Virginia;Masters Degree;PE;Full Time;Land Development;Public;125000
Minnesota;Bachelors Degree;EIT;Full Time;Water Resources;Private;85000
Virginia;Masters Degree;PE;Full Time;Water Resources;Private;91000
New Jersey;Bachelors Degree;EIT;Full Time;Land Development;Private;65000
Florida;Bachelors Degree;None;Full Time;Construction/Field;Public;66000
Texas;Bachelors Degree;EIT;Full Time;Geotechnical;Public;65000
Texas;Bachelors Degree;EIT;Full Time;Structural;Private;69000
Ohio;Bachelors Degree;EIT;Full Time;Land Development;Private;71000
Colorado;Bachelors Degree;None;Full Time;Bridges;Private;68000
Washington;Masters Degree;EIT;Full Time;Geotechnical;Private;95000
Pennsylvania;Bachelors Degree;PE;Full Time;Water Resources;Private;96000
Texas;Bachelors Degree;EIT;Full Time;Transportation;Private;78000
Illinois;Bachelors Degree;EIT;Full Time;Government/Municipal;Private;82000
Arizona;Doctorate Degree;PE;Full Time;Geotechnical;Public;115000
California;Masters Degree;PE;Full Time;Bridges;Private;119000
Florida;Bachelors Degree;PE;Full Time;Transportation;Private;82300
California;Bachelors Degree;PE;Full Time;Government/Municipal;Public;129000
Indiana;Bachelors Degree;None;Full Time;Geotechnical;Private;52
California;Bachelors Degree;None;Full Time;Transportation;Private;90100
Michigan;Bachelors Degree;PE;Full Time;Government/Municipal;Private;86000
Minnesota;Bachelors Degree;PE;Full Time;Power/Electrical;Private;115000
Indiana;Bachelors Degree;EIT;Full Time;Transportation;Private;71760
New Jersey;Masters Degree;None;Full Time;Power/Electrical;Private;110000
California;Masters Degree;EIT;Full Time;Water Resources;Public;89731
Iowa;Bachelors Degree;PE;Full Time;Government/Municipal;Public;116000
Colorado;Masters Degree;EIT;Full Time;Structural;Private;86000
Rhode Island;Masters Degree;EIT;Full Time;Waterfront/Coastal;Private;68500
California;Bachelors Degree;EIT;Full Time;Land Development;Private;68000
Maine;Masters Degree;PE;Full Time;Structural;Private;84000
Wisconsin;Bachelors Degree;PE;Full Time;Construction/Field;Public;97000
Florida;Masters Degree;PE;Full Time;Water Resources;Private;93000
Georgia;Bachelors Degree;EIT;Full Time;Transportation;Private;76000
Texas;Bachelors Degree;PE;Full Time;Land Development;Private;130000
California;Bachelors Degree;EIT;Full Time;Structural;Private;78000
North Carolina;Bachelors Degree;PE;Full Time;Land Development;Private;110000
Montana;Dual Bachelor's;PE;Full Time;Land Development;Private;90000
Oregon;Bachelors Degree;EIT;Full Time;Structural;Private;60000
New Jersey;Masters Degree;PE;Full Time;Bridges;Private;94000
Pennsylvania;Bachelors Degree;PE;Full Time;Transportation;Private;143520
California;Bachelors Degree;PE;Full Time;Structural;Private;110000
Virginia;Bachelors Degree;EIT;Full Time;Land Development;Private;93000
Pennsylvania;Bachelors Degree;EIT;Full Time;Construction/Field;Private;73850
Tennessee;Bachelors Degree;EIT;Full Time;Power/Electrical;Private;125000
North Carolina;Bachelors Degree;EIT;Full Time;Land Development;Private;80100
Virginia;Bachelors Degree;EIT;Full Time;Land Development;Private;84000
Florida;Bachelors Degree;PE;Full Time;Transportation;Private;95000
Delaware;Bachelors Degree;PE;Full Time;Government/Municipal;Public;125000
California;Bachelors Degree;EIT;Full Time;Land Development;Private;80250
California;Masters Degree;None;Full Time;Transportation;Public;110000
Michigan;High School Diploma;None;Full Time;Land Development;Private;50000
Oregon;Bachelors Degree;EIT;Full Time;Transportation;Private;74000
Virginia;Masters Degree;PE;Full Time;Environmental;Public;115000
Nebraska;Bachelors Degree;EIT;Full Time;Government/Municipal;Public;73280
California;Masters Degree;PE;Full Time;Water Resources;Public;150000
Massachusetts;Bachelors Degree;None;Full Time;Geotechnical;Private;60350
New Mexico;Bachelors Degree;EIT;Full Time;Water Resources;Private;65000
Texas;Bachelors Degree;EIT;Full Time;Construction/Field;Private;95000
Pennsylvania;Bachelors Degree;EIT;Full Time;Structural;Private;79
South Carolina;Masters Degree;EIT;Full Time;Remediation/civil/water;Private;85000
Nebraska;Bachelors Degree;PE;Full Time;Government/Municipal;Public;125000
Virginia;Bachelors Degree;None;Full Time;Construction/Field;Private;119400
California;Masters Degree;EIT;Full Time;Transportation;Public;98000
New Jersey;Bachelors Degree;PE;Full Time;Water Resources;Public;74000
Florida;Bachelors Degree;PE;Full Time;Transportation;Private;111000
Wisconsin;Bachelors Degree;PE;Full Time;Construction/Field;Private;125000
California;Bachelors Degree;PE;Full Time;Transportation;Public;123000
Texas;Bachelors Degree;None;Full Time;Transportation;Private;53040
California;Masters Degree;PE;Full Time;Water Resources;Public;179000
Maryland;Bachelors Degree;PE;Full Time;Land Development;Private;94432
New Jersey;Bachelors Degree;EIT;Full Time;Land Development;Private;84000
Arizona;Bachelors Degree;PE;Full Time;Transportation;Private;86000
New Jersey;Masters Degree;PE;Full Time;Government/Municipal;Public;145000
Minnesota;Bachelors Degree;PE;Full Time;Transportation;Private;99000
Vermont;Bachelors Degree;EIT;Full Time;Government/Municipal;Public;67662
Massachusetts;Bachelors Degree;PE;Full Time;Transportation;Private;102000
New York;Bachelors Degree;EIT;Full Time;Construction/Field;Private;87760
Indiana;Bachelors Degree;PE;Full Time;Land Development;Private;93600
Utah;Masters Degree;PE;Full Time;Transportation;Private;150000
California;Bachelors Degree;EIT;Part Time;Structural;Private;22
Pennsylvania;Masters Degree;PE;Full Time;Geotechnical;Private;127500
Minnesota;Bachelors Degree;EIT;Full Time;Power/Electrical;Public;74000
Illinois;Masters Degree;PE;Full Time;Structural;Private;125000
Connecticut;Bachelors Degree;None;Full Time;Transportation;Public;79000
Pennsylvania;Bachelors Degree;PE;Full Time;Land Development;Private;85000
Iowa;Bachelors Degree;EIT;Full Time;Structural;Private;70500
California;Bachelors Degree;EIT;Full Time;Water Resources;Private;81000
Georgia;Bachelors Degree;None;Full Time;Transportation;Private;81997
Hawaii;Masters Degree;EIT;Full Time;Geotechnical;Private;75000
South Carolina;Bachelors Degree;EIT;Full Time;Structural;Private;80000
Florida;Bachelors Degree;EIT;Full Time;Land Development;Private;62500
California;Bachelors Degree;PE;Full Time;Construction/Field;Private;167000
Louisiana;Masters Degree;PE;Full Time;Bridges;Private;125000
Nevada;Bachelors Degree;None;Full Time;Land Development;Private;106000
California;Masters Degree;EIT;Full Time;Construction/Field;Public;90000
California;Bachelors Degree;PE;Full Time;Land Development;Private;140000
New Jersey;Bachelors Degree;EIT;Full Time;Construction/Field;Public;87500
Illinois;Bachelors Degree;PE;Full Time;Land Development;Private;76000
California;Bachelors Degree;EIT;Full Time;Government/Municipal;Public;105000
Illinois;Masters Degree;EIT;Full Time;Rail and Transit;Private;92000
New York;Masters Degree;PE;Part Time;Forensic;Private;100000
Florida;Bachelors Degree;PE;Full Time;Construction/Field;Private;108000
Colorado;Bachelors Degree;EIT;Full Time;Structural;Private;77500
North Carolina;Masters Degree;PE;Full Time;Government/Municipal;Public;109000
Colorado;Bachelors Degree;EIT;Full Time;Construction/Field;Private;78000
New York;Bachelors Degree;EIT;Full Time;Transportation;Private;60000
Florida;Bachelors Degree;PE;Full Time;Transportation;Private;100000
Virginia;Masters Degree;PE;Full Time;Transportation;Private;88000
Connecticut;Masters Degree;PE;Full Time;Land Development;Private;111000
Utah;Bachelors Degree;PE;Full Time;Government/Municipal;Public;90000
Texas;Bachelors Degree;EIT;Full Time;Power/Electrical;Private;105000
Texas;Bachelors Degree;EIT;Full Time;Government/Municipal;Public;72800
Massachusetts;Masters Degree;PE;Full Time;Government/Municipal;Public;129000
New York;Bachelors Degree;None;Full Time;Structural;Private;98000
Florida;Bachelors Degree;EIT;Full Time;Land Development;Private;56000
Missouri;Bachelors Degree;PE;Full Time;Bridges;Private;120000
Pennsylvania;Masters Degree;EIT;Full Time;Transportation;Public;93520
Massachusetts;Bachelors Degree;EIT;Full Time;Transportation;Private;63000
Massachusetts;Bachelors Degree;None;Full Time;Transportation;Private;67600
Montana;Bachelors Degree;PE;Full Time;Water Resources;Public;94286
Georgia;Bachelors Degree;EIT;Full Time;Structural;Private;70000
Arizona;Bachelors Degree;PE;Full Time;Water Resources;Private;130000
California;Bachelors Degree;EIT;Full Time;Government/Municipal;Private;63000
Indiana;Masters Degree;None;Full Time;Transportation;Private;70720
Texas;Masters Degree;PE;Full Time;Water Resources;Public;108000
California;Bachelors Degree;None;Full Time;Construction/Field;Private;92000
New York;Bachelors Degree;EIT;Full Time;Land Development;Private;80300
Texas;Bachelors Degree;EIT;Full Time;Land Development;Private;76000
New York;Bachelors Degree;PE;Full Time;Transportation;Private;105000
Virginia;Bachelors Degree;None;Full Time;Construction/Field;Private;78500
Texas;Bachelors Degree;PE;Full Time;Land Development;Private;94000
California;Bachelors Degree;PE;Part Time;Construction/Field;Public;1
Missouri;Bachelors Degree;PE;Full Time;Structural;Private;100000
Michigan;Masters Degree;PE;Full Time;Structural;Private;78500
Missouri;Masters Degree;PE;Full Time;Structural;Private;105000
Utah;Bachelors Degree;EIT;Full Time;Construction/Field;Private;75000
Texas;Bachelors Degree;PE;Full Time;Structural;Public;93000
Texas;Bachelors Degree;PE;Full Time;Water Resources;Public;110000
Ohio;Bachelors Degree;EIT;Full Time;Structural;Private;75500
Nebraska;Bachelors Degree;EIT;Full Time;Environmental;Private;77500
Colorado;Bachelors Degree;PE;Full Time;Transportation;Private;91000
Tennessee;Bachelors Degree;EIT;Full Time;Transportation;Public;70000
Hawaii;Bachelors Degree;PE;Full Time;Water Resources;Private;83000
Missouri;Masters Degree;PE;Full Time;Transportation;Private;160000
Georgia;Bachelors Degree;PE;Full Time;Transportation;Private;94000
New York;Masters Degree;PE;Full Time;Geotechnical;Private;115000
Illinois;Bachelors Degree;PE;Full Time;Geotechnical;Private;113000
California;Bachelors Degree;EIT;Full Time;Aviation/Airports;Private;135000
Florida;Bachelors Degree;PE;Full Time;Transportation;Private;97000
Connecticut;Bachelors Degree;EIT;Full Time;Water Resources;Private;86000
Michigan;Bachelors Degree;EIT;Full Time;Structural;Private;80000
Texas;Bachelors Degree;PE;Full Time;Transportation;Private;95000
Tennessee;Bachelors Degree;EIT;Full Time;Land Development;Private;72000
California;Masters Degree;EIT;Full Time;Structural;Private;97200
Illinois;Bachelors Degree;EIT;Full Time;Power/Electrical;Public;110000
New Jersey;Bachelors Degree;PE;Full Time;Government/Municipal;Private;100000
Florida;Bachelors Degree;EIT;Full Time;Water Resources;Private;70000
California;Bachelors Degree;EIT;Full Time;Structural;Private;85000
Illinois;Bachelors Degree;EIT;Full Time;Structural;Private;72500
Indiana;Bachelors Degree;PE;Full Time;Land Development;Public;86632
New York;Masters Degree;PE;Full Time;Construction/Field;Private;110000
Massachusetts;Bachelors Degree;PE;Full Time;Land Development;Private;115000
Kansas;Bachelors Degree;EIT;Full Time;Land Development;Private;91000
Colorado;Masters Degree;EIT;Full Time;Bridges;Private;85000
Illinois;Bachelors Degree;PE;Full Time;Transportation;Public;111000
South Carolina;Masters Degree;PE;Full Time;Water Resources;Private;99900
Texas;Bachelors Degree;PE;Full Time;Government/Municipal;Private;130000
Texas;Bachelors Degree;EIT;Full Time;Aviation;Public;76500
California;Bachelors Degree;None;Full Time;Construction/Field;Private;100200
Utah;Bachelors Degree;EIT;Full Time;Land Development;Public;82000
New York;Masters Degree;EIT;Full Time;Water Resources;Public;82000
New York;Bachelors Degree;PE;Full Time;Transportation;Private;210000
Virginia;Masters Degree;PE;Full Time;Transportation;Private;160000
Maryland;Masters Degree;PE;Full Time;Bridges;Private;106000
Florida;Masters Degree;PE;Full Time;Water Resources;Public;126531
Minnesota;Masters Degree;PE;Full Time;Structural;Private;73000
South Dakota;Bachelors Degree;EIT;Full Time;Transportation;Public;65000
Nebraska;Bachelors Degree;EIT;Full Time;Government/Municipal;Public;100000
Florida;High School Diploma;None;Full Time;Land Development;Private;150000
California;Bachelors Degree;EIT;Full Time;Transportation;Private;85000
New Jersey;Bachelors Degree;EIT;Full Time;Water Resources;Private;81500
Arizona;Bachelors Degree;EIT;Full Time;Transportation;Private;70000
New Hampshire;Bachelors Degree;EIT;Full Time;Land Development;Private;75000
New Jersey;Bachelors Degree;EIT;Full Time;Geotechnical;Private;80000
Rhode Island;Masters Degree;None;Full Time;facilities;Public;110000
New York;Masters Degree;PE;Full Time;Transportation;Private;115000
New Mexico;Doctorate Degree;EIT;Full Time;Bridges;Private;76500
Texas;Masters Degree;PE;Full Time;Power/Electrical;Public;207000
Oregon;High School Diploma;None;Full Time;Government/Municipal;Private;46000
California;Bachelors Degree;EIT;Full Time;Construction/Field;Private;105000
Massachusetts;Bachelors Degree;EIT;Full Time;Transportation;Private;75000
Missouri;Bachelors Degree;EIT;Full Time;Government/Municipal;Public;61000
New York;Masters Degree;PE;Full Time;Structural;Private;97500
Ohio;Bachelors Degree;PE;Full Time;Environmental;Private;92000
Missouri;Bachelors Degree;PE;Full Time;Land Development;Private;82000
Missouri;Masters Degree;PE;Full Time;Water Resources;Private;101000
Tennessee;Bachelors Degree;EIT;Full Time;Construction/Field;Private;61000
California;Bachelors Degree;PE;Full Time;Land Development;Private;195000
Utah;Bachelors Degree;EIT;Full Time;Transportation;Public;67000
Illinois;Bachelors Degree;EIT;Full Time;Transportation;Private;75000
Texas;Bachelors Degree;EIT;Full Time;Land Development;Private;72600
Ohio;Bachelors Degree;PE;Full Time;Transportation;Private;100000
Minnesota;Bachelors Degree;PE;Full Time;Government/Municipal;Private;72000
Pennsylvania;Bachelors Degree;EIT;Full Time;Water/Wastewater ;Private;70500
Texas;Bachelors Degree;EIT;Full Time;Transportation;Private;80000
Wisconsin;Bachelors Degree;EIT;Full Time;Transportation;Private;75000
Idaho;Bachelors Degree;EIT;Full Time;Transportation;Private;78500
Virginia;Bachelors Degree;PE;Full Time;Land Development;Private;126000
Alabama;Bachelors Degree;EIT;Full Time;Water Resources;Private;85000
Florida;Bachelors Degree;PE;Full Time;Land Development;Private;105000
Pennsylvania;Bachelors Degree;PE;Full Time;Transportation;Private;95000
Ohio;Bachelors Degree;PE;Full Time;Power/Electrical;Private;94600
District of Columbia;Bachelors Degree;EIT;Full Time;Transportation;Private;95000
North Carolina;Masters Degree;EIT;Full Time;Bridges;Private;77000
Washington;Bachelors Degree;EIT;Full Time;Structural;Private;101000
North Carolina;Bachelors Degree;PE;Full Time;Geotechnical;Private;72000
Pennsylvania;Masters Degree;PE;Full Time;Bridges;Private;135000
New York;Bachelors Degree;PE;Full Time;Transportation;Private;122000
New Jersey;Masters Degree;EIT;Full Time;Transportation;Private;80000
Massachusetts;Bachelors Degree;EIT;Working in a different industry;MEP;Private;83325
Oregon;Bachelors Degree;EIT;Full Time;Transportation;Public;89503
Ohio;Bachelors Degree;None;Full Time;Power/Electrical;Private;63000
Virginia;Bachelors Degree;EIT;Full Time;Water Resources;Private;75000
Alabama;Bachelors Degree;PE;Full Time;Transportation;Private;145000
Missouri;Bachelors Degree;EIT;Full Time;Construction/Field;Public;74880
California;Bachelors Degree;None;Full Time;Government/Municipal;Public;102600
Virginia;Masters Degree;EIT;Full Time;Structural;Private;75000
Virginia;Bachelors Degree;EIT;Full Time;Transportation;Public;80000
Texas;Masters Degree;PE;Full Time;Bridges;Public;133000
Colorado;Bachelors Degree;EIT;Full Time;Land Development;Private;79000
New Jersey;Bachelors Degree;PE;Full Time;Land Development;Private;100000
Pennsylvania;Masters Degree;EIT;Full Time;Water Resources;Private;72800
California;Bachelors Degree;PE;Full Time;Construction/Field;Private;155000
Pennsylvania;Bachelors Degree;PE;Full Time;Transportation;Private;108000
Texas;Masters Degree;PE;Full Time;Geotechnical;Private;110000
Virginia;Masters Degree;PE;Full Time;Transportation;Public;166000
California;Bachelors Degree;None;Full Time;Structural;Private;0
Washington;Bachelors Degree;EIT;Full Time;Land Development;Private;77000
Minnesota;Masters Degree;EIT;Full Time;Bridges;Private;85000
Oregon;Masters Degree;PE;Full Time;Water Resources;Private;88000
Georgia;Bachelors Degree;EIT;Full Time;Construction/Field;Private;77000
New Hampshire;Masters Degree;PE;Working in a different industry;Healthcare Facilities;Private;97000
New York;Bachelors Degree;EIT;Full Time;Bridges;Private;85000
Utah;Bachelors Degree;PE;Full Time;Structural;Private;86000
New York;Bachelors Degree;PE;Full Time;Land Development;Private;112000
Rhode Island;Bachelors Degree;EIT;Full Time;Water Resources;Private;75000
California;Bachelors Degree;EIT;Full Time;Environmental;Public;84000
Texas;Masters Degree;EIT;Full Time;Structural;Private;80000
Iowa;Masters Degree;EIT;Full Time;Transportation;Private;68224
Arizona;Bachelors Degree;EIT;Full Time;Geotechnical;Private;65520
New York;Bachelors Degree;PE;Full Time;Construction/Field;Private;130000
Texas;Masters Degree;PE;Full Time;Structural;Private;81670
Utah;Bachelors Degree;PE;Full Time;Government/Municipal;Private;85000
Pennsylvania;Masters Degree;EIT;Full Time;Structural;Private;79000
Kentucky;Bachelors Degree;PE;Full Time;Transportation;Private;96000
Florida;Bachelors Degree;EIT;Full Time;Transportation;Private;72000
Michigan;Bachelors Degree;PE;Full Time;Land Development;Private;72800
Maryland;Elementary School;None;Full Time;Geotechnical;Public;30000
Massachusetts;Masters Degree;PE;Full Time;Transportation;Private;140000
California;Masters Degree;EIT;Full Time;Water Resources;Private;130000
California;Bachelors Degree;EIT;Full Time;Geotechnical;Private;93000
New York;Bachelors Degree;PE;Full Time;Land Development;Private;121000
South Carolina;Bachelors Degree;PE;Full Time;Land Development;Private;80000
California;Bachelors Degree;PE;Full Time;Landfill;Public;110000
Missouri;Bachelors Degree;PE;Part Time;Land Development;Private;60000
Pennsylvania;Bachelors Degree;EIT;Full Time;Land Development;Private;82000
Iowa;Bachelors Degree;PE;Full Time;Government/Municipal;Public;137800
Ohio;Bachelors Degree;PE;Full Time;Water Resources;Private;90400
Pennsylvania;Bachelors Degree;EIT;Full Time;Structural;Private;78000
Washington;Associates Degree;None;Part Time;Transportation;Public;40000
North Carolina;Bachelors Degree;PE;Full Time;Airports;Private;80000
Oregon;Bachelors Degree;EIT;Full Time;Structural;Private;70000
New Jersey;Masters Degree;PE;Full Time;Bridges;Public;150000
New York;Bachelors Degree;None;Full Time;Construction/Field;Private;83000
Texas;Masters Degree;PE;Full Time;Construction/Field;Public;100000
North Carolina;Bachelors Degree;EIT;Full Time;Structural, MEP, Construction;Private;70000
Florida;Bachelors Degree;None;Full Time;Water Resources;Public;71000
Oregon;Bachelors Degree;PE;Full Time;Water Resources;Private;89250
Washington;Bachelors Degree;PE;Full Time;Water Resources;Private;107000
California;Masters Degree;PE;Full Time;Bridges;Private;110000
Indiana;Bachelors Degree;EIT;Full Time;Environmental;Private;62400
Washington;Bachelors Degree;PE;Full Time;Transportation;Private;107000
Pennsylvania;Bachelors Degree;EIT;Full Time;Land Development;Private;79000
Washington;Bachelors Degree;PE;Full Time;Land Development;Private;80000
Texas;Bachelors Degree;EIT;Full Time;Land/site;Private;83000
Missouri;Masters Degree;EIT;Full Time;Land Development;Private;85000
Nebraska;Bachelors Degree;PE;Full Time;Construction/Field;Private;81000
California;Bachelors Degree;EIT;Full Time;Transportation;Public;85000
Pennsylvania;Masters Degree;PE;Full Time;Water wastewater ;Private;161000
Indiana;Bachelors Degree;PE;Full Time;Water Resources;Private;96000
Washington;Bachelors Degree;EIT;Full Time;Port/Marine;Private;120000
North Dakota;Bachelors Degree;PE;Full Time;Water Resources;Private;71200
New Hampshire;Bachelors Degree;EIT;Full Time;Construction/Field;Public;65000
Colorado;Bachelors Degree;EIT;Full Time;Structural;Private;72000
Oklahoma;Bachelors Degree;None;Full Time;Transportation;Private;103000
Wisconsin;Bachelors Degree;PE;Full Time;Environmental;Private;78000
New York;Bachelors Degree;PE;Full Time;Government/Municipal;Private;218000
Alaska;Bachelors Degree;PE;Full Time;Water Treatment;Private;126880
Colorado;Masters Degree;PE;Full Time;Construction/Field;Public;108000
Texas;Bachelors Degree;PE;Full Time;Land Development;Private;129000
Illinois;Bachelors Degree;EIT;Full Time;Site Design;Private;76000
North Carolina;Bachelors Degree;PE;Full Time;Land Development;Private;125000
North Carolina;Bachelors Degree;EIT;Full Time;Environmental;Private;78500
Wisconsin;Bachelors Degree;PE;Full Time;Structural;Private;80000
California;Bachelors Degree;EIT;Full Time;Bridges;Private;90000
New Jersey;Bachelors Degree;PE;Full Time;Land Development;Private;85000
Massachusetts;Bachelors Degree;None;Full Time;Inspections;Private;63000
Mississippi;Bachelors Degree;PE;Full Time;Transportation;Private;70000
Texas;Bachelors Degree;EIT;Full Time;Transportation;Public;72000
California;Bachelors Degree;PE;Full Time;Land Development;Private;95000
Virginia;Bachelors Degree;EIT;Full Time;Bridges;Private;80000
New Jersey;Masters Degree;PE;Full Time;Land Development;Private;135000
Pennsylvania;Bachelors Degree;EIT;Full Time;Bridges;Private;74000
Kentucky;Masters Degree;PE;Full Time;Project Management;Private;108160
Washington;Masters Degree;PE;Full Time;Water Resources;Private;115000
Colorado;Masters Degree;PE;Full Time;Geotechnical;Private;105000
Washington;Bachelors Degree;EIT;Full Time;Transportation;Private;87500
Colorado;Bachelors Degree;EIT;Full Time;Geotechnical;Private;93000
Washington;Bachelors Degree;EIT;Full Time;Water Resources;Public;130000
Texas;Bachelors Degree;EIT;Full Time;Water Resources;Private;75000
Wyoming;Doctorate Degree;None;Full Time;Environmental;Private;84000
Florida;Bachelors Degree;EIT;Full Time;Transportation;Private;80000
Washington;Bachelors Degree;EIT;Full Time;Land Development;Private;95680
Missouri;Bachelors Degree;PE;Full Time;Power/Electrical;Private;130000
California;Masters Degree;EIT;Full Time;Structural;Private;85000
New York;Bachelors Degree;EIT;Full Time;Water Resources;Private;80000
Alabama;Doctorate Degree;EIT;Full Time;Transportation;Private;82000
Alabama;Bachelors Degree;PE;Full Time;Land Development;Private;130000
Oregon;Bachelors Degree;EIT;Full Time;Structural;Private;89000
Georgia;Bachelors Degree;PE;Full Time;Government/Municipal;Private;100000
Illinois;Bachelors Degree;PE;Full Time;Structural;Private;71500
South Carolina;Bachelors Degree;None;Full Time;Land Development;Private;70000
Illinois;Bachelors Degree;EIT;Full Time;Power/Electrical;Public;130000
Washington;Masters Degree;PE;Full Time;Structural;Public;90000
Texas;Bachelors Degree;EIT;Full Time;Land Development;Private;73500
New Jersey;Bachelors Degree;EIT;Full Time;Land Development;Private;80000
Minnesota;Bachelors Degree;EIT;Full Time;Transportation;Public;68000
Florida;Masters Degree;PE;Full Time;Bridges;Private;100000
Florida;Masters Degree;PE;Full Time;Bridges;Private;100000
Pennsylvania;Bachelors Degree;PE;Full Time;Bridges;Private;120000
Oregon;Bachelors Degree;PE;Full Time;Water Resources;Public;96000
Illinois;Bachelors Degree;None;Full Time;Construction/Field;Public;70700
Texas;Bachelors Degree;PE;Full Time;Transportation;Private;125
Florida;Masters Degree;PE;Full Time;Bridges;Private;170000
Ohio;Bachelors Degree;EIT;Full Time;Land Development;Private;70400
California;Bachelors Degree;PE;Full Time;Water Resources;Private;101600
Illinois;Masters Degree;EIT;Full Time;Forensics;Private;70000
California;Masters Degree;PE;Full Time;Structural;Public;100000
Ohio;Bachelors Degree;EIT;Full Time;Water Resources;Private;78300
Georgia;Bachelors Degree;EIT;Full Time;Structural;Private;84000
Georgia;Bachelors Degree;PE;Full Time;Water Resources;Private;85000
Missouri;Bachelors Degree;EIT;Full Time;Environmental;Private;87500
California;Bachelors Degree;EIT;Full Time;Land Development;Private;115000
Ohio;Masters Degree;PE;Retired;Structural;Private;60000
Washington;Bachelors Degree;EIT;Full Time;Transportation;Private;87000
New Hampshire;Bachelors Degree;PE;Full Time;Land Development;Private;120000
Texas;Bachelors Degree;PE;Full Time;Transportation;Private;120000
Wisconsin;Bachelors Degree;PE;Full Time;Transportation;Private;113000
Washington;Bachelors Degree;PE;Full Time;Environmental;Public;103000
Texas;Bachelors Degree;EIT;Full Time;Transportation;Private;86000
California;Masters Degree;EIT;Full Time;Land Development;Private;70000
California;Masters Degree;PE;Full Time;Water Resources;Private;190000
New York;Bachelors Degree;PE;Full Time;Water Resources;Private;210000
California;Bachelors Degree;PE;Full Time;Land Development;Private;138000
Louisiana;Bachelors Degree;EIT;Full Time;Government/Municipal;Public;66731
Utah;Masters Degree;PE;Full Time;Water Resources;Private;150000
Virginia;Masters Degree;PE;Full Time;Construction/Field;Private;147000
California;Bachelors Degree;None;Full Time;Land Development;Private;93600
California;Bachelors Degree;EIT;Full Time;Structural;Private;85000
New York;Bachelors Degree;PE;Full Time;Environmental;Public;90000
New York;Bachelors Degree;PE;Full Time;Construction/Field;Private;185000
Nebraska;Masters Degree;PE;Full Time;Water Resources;Private;101962
New Jersey;Bachelors Degree;EIT;Full Time;Bridges;Private;83200
Texas;Bachelors Degree;EIT;Full Time;Land Development;Private;70.5
Arizona;Masters Degree;EIT;Full Time;Wastewater;Private;67000
California;Bachelors Degree;PE;Full Time;Structural;Private;100000
Washington;Bachelors Degree;PE;Full Time;Land Development;Private;90000
California;Bachelors Degree;PE;Full Time;Structural;Private;110000
Tennessee;Bachelors Degree;PE;Full Time;Geotechnical;Private;105000
California;Masters Degree;PE;Full Time;Structural;Private;95000
Minnesota;Bachelors Degree;PE;Full Time;Structural;Private;91520
Missouri;Bachelors Degree;None;Full Time;Water Resources;Private;95000
Georgia;Bachelors Degree;EIT;Full Time;Aviation;Private;70000
New York;Bachelors Degree;None;Full Time;Structural;Private;75000
Nebraska;High School Diploma;PE;Unemployed and looking for work;Transportation;Private;78
Illinois;Bachelors Degree;EIT;Full Time;Transportation;Private;75000
Maine;Bachelors Degree;PE;Full Time;Water Resources;Private;83000
Texas;Bachelors Degree;EIT;Full Time;Land Development;Private;84500
Florida;Bachelors Degree;PE;Full Time;Bridges;Public;115500
Arizona;Bachelors Degree;PE;Full Time;Transportation;Public;112000
Louisiana;Bachelors Degree;EIT;Full Time;Transportation;Public;65500
Tennessee;Bachelors Degree;PE;Full Time;Flood Risk Reduction;Public;120646
Massachusetts;Masters Degree;EIT;Full Time;Structural;Private;85000
New York;Masters Degree;PE;Full Time;Structural;Private;134000
Ohio;Bachelors Degree;EIT;Full Time;Water Resources;Public;70000
Arizona;Bachelors Degree;PE;Full Time;Transportation;Private;172000
Missouri;Bachelors Degree;PE;Full Time;Structural;Private;135000
Indiana;Bachelors Degree;PE;Full Time;Transportation;Private;88000
Texas;Bachelors Degree;PE;Full Time;Land Development;Private;100000
Texas;Bachelors Degree;PE;Full Time;Water Resources;Private;177000
Connecticut;Doctorate Degree;PE;Full Time;Structural;Private;135000
New York;Masters Degree;PE;Full Time;Government/Municipal;Public;130000
Texas;Bachelors Degree;PE;Full Time;Land Development;Private;100000
Washington;Bachelors Degree;PE;Full Time;Water Resources;Public;135000
Alaska;Bachelors Degree;PE;Full Time;Bridges;Public;165000
Texas;Bachelors Degree;EIT;Full Time;Bridges;Private;83000
Massachusetts;Bachelors Degree;EIT;Full Time;Land Development;Private;82000
New York;Bachelors Degree;PE;Full Time;Land Development;Private;101000
New York;Masters Degree;PE;Full Time;Structural;Private;89000
Virginia;Elementary School;PE;Full Time;Transportation;Public;3
Arizona;Masters Degree;EIT;Full Time;Transportation;Public;55000
